text,other,economic.liberal,economic.conservative,campaignfinance.corruption.opengovernment,crime.police,criminaljusticereform,domestic.violence,drugabuse,environment.climatechange,guncontrol.conservative,guncontrol.liberal,healthcare.bipartisan,healthcare.conservative,healthcare.liberal,education.liberal,education.conservative,infrastructure.roads.transportation,king.veterans,lgbt.anti,lgbt.pro,marijuana.anti,marijuana.pro,prochoice.womenshealth,prolife,raceissues.liberal,gerrymandering.anti,voting.conservative,voting.liberal
" @UWStevensPoint: #UWSP, @nelsonandpade to study using walleye in aquaponics systems. ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'm excited to be up north in Hayward with my two sons for the governor's fishing opening weekend. The weather is beautiful and the company is unbeatable!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"An example of what my office sees every day. 



Clearly this person didn't even read my op-ed. 



Is this where we are headed as a global community - fear first!?",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BREAKING: I’m thrilled to have the support of @BarackObama as I continue to talk about my vision for growth, innova… ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Americans for Prosperity, funded by the billionaire Koch Brothers, landed in our district last week campaigning on behalf of Rep. Brooks.  They know we cannot be bought and will do everything they can to make sure Rep. Brooks returns to the Assembly.  They may even be coming to a town near you!  It's been estimated they've spent over $5 million on legislative/statewide races since 2010.  To learn more: 



",,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Could have sworn Donovan was the Trump like candidate???  ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This morning in a room (with windows, for once) plotting the future of the roofing industry...overlooking the... ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I am scheduled to be at the Kenosha County Democratic Booth On the following days/times:



Friday, August 19th 10am-2pm

Sunday, August 21st 10am-2pm



I will also be on and off at the fair between visiting the Sheriff's booth for WISE - Wisconsin Initiative Safety Education and the democratic booth.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @GordonHintz: Making fraud the right way! #GOP ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#JFC just voted16-0 to hold the Feds to their commitment to @wi_guard . If they shirk, WI will foot the bill. #wibudget #SupportOurTroops",,,,,,,,,,,,,,,,,,1,,,,,,,,,,
"A video all men should watch! 

If you think saying sexist, racist, homophobic, xenophobic inappropriate comments are ok and people who take offense are too ""hypersensitive"" then you are to blame for others who to take it further. Not calling it out is co-signing! #MoreThanMean",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Looking forward to @BadgerFootball vs @MiamiOHFootball today. Wonder who @PRyan is rooting for...the home team or his alma mater? #GoBadgers,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Endorsements from current and former Muskego Aldermen! 



I've worked with these men for many years and they are honorable men who work very hard. Thank you for all you guys do and thank you for the vote of confidence. In God We Trust!



Robert Wolfe - Muskego Alderman & Council President 

Dan Soltysiak - Former Muskego Alderman & Council President Dan Pavelko - Former Muskego Alderman & Waukesha County Sup

Kert Harenda - Former Muskego Alderman 



“Chuck Wichgers has the experience, conservative values, and the resolution to stand up to the liberal agenda to represent the will of the people in our district. We believe his experience as a small business owner and a former Muskego Alderman and Waukesha County Supervisor makes him the most qualified candidate in the race. We encourage our fellow citizens to join us in voting for Chuck Wichgers.”  





",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
So proud to be a new grandfather! ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A peek of sun during an otherwise dreary day at a somber, yet beautiful memorial service in Sheboygan County this afternoon.



The first in the nation: Gold Star Memorial sponsored by the Ivy League Garden Club.



For those who are unaware, a blue star in a window typically means someone from that home is serving our nation.  A gold star signifies that the ultimate sacrifice was made to preserve our freedom.



The flag is at half mast today because a fallen hero from the Korean War has returned home to his gold star family in Janesville this afternoon also.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
I am saddened to hear the news of the passing of Supreme Court Justice Crooks. My thoughts and prayers go out to his family.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talking with @andrewlacombe about the Senate Dem #WIBadgerBlueprint. You can watch tonight on @fox11news ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @meagan4mke: I'm ready for #servicethursday, are you? ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
My bill the GPS Privacy Act or AB19 passed the Assembly Committee on Criminal Justice and Public Safety this morning unanimously,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Senator Olson ""opted for tasting home-baked sweets over touring the nursing home for veterans."" ",,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Searching for Cap City Sunday videos online for 6/19 and 6/26. Was in Europe- where can I find them @gneumann_wkow,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congratulations to our friends at Nucor for winning the 2015 Business Friend of the Environment award! ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandy's day starts with her day by teaching.Then she ends her day by working to win this campaign for all of us. Sh… ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thanks to Wisconsin Society of Anesthesiologists President Josh Sebranek, MD for presenting me with the 2016 Excellence in Government Award!",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Was honored to attend the Waupun Chocolate and Wine fundraiser for Women's Health,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @WisconsinDPI: Have you nominated your school for a $100K fitness center? Find more about the @NatGovFit awards &amp; nominate: ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I want to thank my colleague and good friend Andy Jorgensen for his leadership in demanding that SeniorCare, Wisconsin's affordable prescription drug assistance program for senior citizens, remains intact despite the Gov. Walker's call to end it.  



Andy's work in collecting over 13,000 petitions is making a difference and Republican legislators are becoming more and more aware that they need to keep their hands off SeniorCare.  Thank you, Andy!",,,,,,,,,,,,,,1,,,,,,,,,,,,,,
 @ABC: Professor at University of Kansas on leave after using racial slur during class discussion about race: ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @TrapperDan3: @WiscJobsNow @RepSargent You have have my support...15 NOW!!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great talking with Leah Linscheid from WISC-TV / Channel 3000 last night. Thank you for the time Leah!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
#849 in the Village of Mukwonago. There's still time to cast your ballot if you haven't!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great group of people that help Veterans receive their benefits at various Universities-amazing conversations ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
".@DHSWI to hold 2 more public hearings on Family Care/IRIS 2.0, will be live on web

",,,,,,,,,,,,1,,,,,,,,,,,,,,,,
" @nbc15_madison: The Latest: Wisconsin rally estimated in thousands

",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candidate Marcus Hart and Candidate Judge Joanne Kloppenburg after the Town Hall Meeting. #TransformWisconsin #FollowYourHA voteformarcushart.org,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I'm proud to support AB740, and I wanted to thank President Daniels for taking the time to send out the following letter:",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
You can't make this stuff up! #StillSanders #FeelTheBern  ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicago Tribune Editorial: Wisconsin shows it doesn't need a treasurer. Why does Illinois?,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Judge Rossell speaking before Children and Families on  child welfare issues in the court system. ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is an important article on what's at stake.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"While I was putting up signs today it came to my attention that some candidates in our area have had some of theirs stolen. Regardless of party affiliation, it is never acceptable to trespass and steal someone's private property.



As candidates, we work really hard to raise money and earn the necessary support to get those signs up. If you disagree with a sign, go vote in November. If you win at the polls, you'll never have to see that person's signs again!



#Respect

#Vote

#WinwithQuinn",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
So Trump appeals to black voters by promising continued oppression? Got it. ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
A news story from the Joint Audit Committee hearing yesterday: ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Assembly Committee on Judiciary, this morning, unanimously approved my digital assets bill, AB 695.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Have spoken to almost every 20SD city/village board, as well as many town boards. Vote #TeamDuey on 2/17! #wiright ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
My new official portrait for the 2015-2017 Legislative Session.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grateful for a respite this noon from a choir complementing the decorum, stature and respect of this historic place.  It IS well with my soul.  Thanks to fellow Assemblymen Bob Kulp.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
This was a special bill-signing day and truly shows how one person – or a mother and daughter committed to... ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Looks like WPR played my comments on the U.S. Supreme Court redistricting decision statewide as I am getting... ,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
"""We have an institution that works,"" said Rep. Brostoff. ""If it's not broke, let's not break it."" ",,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin Republicans embrace secrecy ,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
"Today, I toured a local Greenville company called Allied Mechanical Wisconsin. They manufacture practice bombs for the Department of Defense.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocky Rococo owner wants his employees to follow in his footsteps: ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Today, I joined with colleagues to introduce AB 328, a bill that would remove redistricting authority from elected officials and assign the task to a non-partisan body.",,,,,,,,,,,,,,,,,,,,,,,,,,1,,
"This is TONIGHT! I can't wait to see you. Join me, Russ Feingold, and Peter Barca to celebrate!",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""There's no statistical evidence that"" a waiting period for handgun purchases ""reduces violence whatsoever.""   ",,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Wrapping up a night of town halls across Jefferson County!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lighting of the Christmas tree ceremony at the Capitol today! ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
You have to be proud of the work Audrey Nelson and Katherine Schneider do in this community!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @Schneider_CM: UH OH UH OH HERE COMES THE HAMMER,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
On my way out of committee hearings I stopped to take in some artwork on display in the rotunda. 4th Graders from Rockwell Elementary in Fort Atkinson painted these two pictures. Keep up the good work kids!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Morning from Madison.  I wanted to let you know which committees I have been selected to work on this... ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Really hate not being in D.C. today for the @NMAAHC opening. I'm living through friends tweets and IG posts, don't let me down.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @OnBackground: Yes. @marcorubio owning @tedcruz tonight!!!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gov. Walker won't take federal money to expand BadgerCare coverage in Wisconsin, but when it comes to taking federal money so that he can kick residents off Wisconsin's SeniorCare program that's ok? Yet another reason why Gov. Walker's budget is #WrongForWisconsin. #WICanDoBetter",,,,,,,,,,,,,,1,,,,,,,,,,,,,,
 @FLOTUS: “I want to showcase…that you can succeed.” —Chandler on working to #ReachHigher to show others that it's possible: ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It is an honor to have been named the 2016 Legislator of the Year by the American Legion.  I am grateful for the service of our armed forces and veterans, and am honored to be recognized with this award.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
I just sent out my State Capitol Report for July. Check your inbox or just click below!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merry Christmas everyone! ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
I met with the work group this afternoon regarding proposed changes to the neglect statutes.  It's time that these changes are made to protect children and properly deal with offenders.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @wistatefair: Check out the opening day parade that kicks off at 3pm!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WI incarcerates more than twice the people, per capita, as MN.  We have the highest rate of African American male incarceration in the country - 12.8%.  The next highest state is at 9.7% and the national average is 6.7%.  We spend more on corrections than all of our neighboring states and more than we spend on the UW System.



",,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Met with students from Wisconsin Lutheran High School.  Thanks for coming to the Capitol! ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
#VRA50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @SpeakerRyan: #FF @HouseSmallBiz, celebrating #SmallBizSat tomorrow. #ShopSmall",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
#DemDebate #ImWithHer ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Excellent turnout tonight at the first installment of ""Tenth Talks!""",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @MissPronouncer: Happy Flag Day! Born in Wisconsin in 1885. (Video: Richland Center, WI, American Legion Veterans Memorial Park) ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Let's make sure the next few days are all about living up to our amazing possibilities. It is time to Get Out The Vote!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @wibpdd: Thank you @PeterWBarca, Sean and @McDonalds for participating in BPDD's Take Your Legislator to Work! ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Today I had the privilege to go to Madison to personally submit my nomination papers to the Government Accountability Board (GAB). I had over the maximum number of 400 signatures.  This means that my name will appear on the August 9th primary ballot. 



Thank you to every person who signed the papers and I apologize to anyone who did not have the opportunity to sign my papers.  I look forward to the upcoming months and all the different events in the area so I can meet even more people in the communities of the 67th District.  Thank you again for all of your support!",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @UWStevensPoint: Thank you, @UWSystem President @RayWCross, for visiting Friday! We look forward to having you again! ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @NBCBLK: New @TIME story discusses how @Kaepernick7 is sparking debates on privilege, pride and patriotism. What are your thoughts on th…",,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Alabama - Wisconsin Summit @GOPACedu @repjack @TylerAugust @bjohnsonjr #SLLS15 #tcot ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This legislation ""is the latest barrage against the LGBT community from well-funded national conservative organizations"" 



Read my full thoughts on today's hearing in the Assembly Education Committee on a bill that will legalize discrimination against transgender students.",,,,,,,,,,,,,,,,,,,,1,,,,,,,,
The federal government ranked Wisconsin 3rd in health care quality. Thanks to our health care professionals who work hard to reach these benchmarks and provide quality care to our citizens.,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
"Spent the day at the Monroe County Economic Development Conference meeting business leaders from across Monroe County. I'm looking forward to working with them to help make sure Central Wisconsin is a great place to live, work, and raise a family.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Good luck to #WisconsinHunters, Wisconsin gun deer hunting season opens Saturday! @WDNR #wiright ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The exodus begins...



",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @madisondotcom: Senate committee advances Assembly election changes ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snowy Capitol, busy day of committees and meetings! And it looks like there is a light pole growing out of my head! ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @WIZooIC: Here is this week's Zoo Interchange Construction Forecast.  Its a busy one! ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
@russfeingold rips inner city poor 4 pulling themselves out of poverty through a non-gov't program by @RonJohnsonWI ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
@DavidFBowen appreciate you bro! #TeamBoBro,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@429Steven we had a mixtape, we popped the internet TV/podcast game off. There was a whole house.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Please join us for



A RECEPTION IN HONOR OF 



STATE REPRESENTATIVE TERRY KATSMA



 WITH SPECIAL GUEST ASSEMBLY SPEAKER ROBIN VOS



Tuesday, August 30, 2016



5:30 - 7:00 p.m.





Residence of Greg & Lisa Weggeman



2919 Palmer Dr.



Sheboygan, WI 53083





Platinum Sponsor: $1000



Gold Sponsor: $500



Silver Sponsor: $250



Suggested Contribution: $100/person



Please RSVP to Rep. Terry Katsma at 920-946-9391 or email terrykatsma@gmail.com",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @MacIverWisc: Guest Column from @SenStroebel: TIF Districts Must Benefit All Taxpayers, Not Just Special Interests ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AdamWeinstein @ChuckCJohnson This is pretty much how the entire conservative media operates…,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOR IMMEDIATE RELEASE					  



Senator Mark Miller Responds to Supreme Court Ruling on Marriage Equality



Madison – “Finally.”



",,,,,,,,,,,,,,,,,,,,1,,,,,,,,
 @cbaumgar13: Sometimes the printer jams @SarahSterner @robbinghamIA ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @NelsonInstitute: Don't miss the first issue of @UWMadison's student-run Journal of Undergraduate Science and Technology -- out now! htt…,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Retweeted Bernie Sanders (@SenSanders):



In a thousand different ways, we are taught to think small. We are taught to think we can’t change the status quo. That does not have to be.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
A small step but a step just the same. ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @RonJohnsonWI: Thoughts and prayers are with the entire Reagan family as we remember Nancy Reagan. ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Governor Walker is back!!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reality is taking hold, finally. #Obamacare @wisgop ",,,,,,,,,,,,,1,,,,,,,,,,,,,,,
#CPAC2015 Straw Poll winner #1 Paul:  #2 Walker:  #3 Cruz:   #4 Carson:11%  #5 Bush: 8%  -- 42% of votes cast by students.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @news3jessica: .@jordanklepper and new Daily Show correspondent climb Capitol steps ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @greenbayschools: Thank you Sen. Hansen @RepGenrich &amp; @Joel_Kitchens 4 attending the Superintendent's Parent Advisory mtg on March 7. ht…,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Having info about employers led to the felony conviction of Bill Gardner for laundering campaign contributions... ,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
"My speech from the floor:



‘Twas the day before the big vote and all through our house,

The Ds talked so long it made the Rs grouse.

But as we have heard – this is your bill!

Though written by ALEC, you claim ownership still.



But why debate this bill, the budget is nigh,

What will this do to help unemployment so high?

Our budget, our budget, that’s what’s the matter

That’s the topic that’s arose such a clatter.



SeniorCare cut, leaving thousands off care, 

In hopes they would sign for Part D Medicare,

The UW was slashed, filling everyone with dread.

While visions of Minnesota danced in their heads.



My budget, my budget – anything else is a distraction,

Said Governor Walker, our state’s main attraction.

But during our distraction focused on this flap,

We realized suddenly we’d walked into a trap.



With provisions that harmed our dreams and our hopes,

It seemed like his budget was suddenly on the ropes.

When out of the blue there arose such a clatter,

Right to Work had arrived with such a big splatter.



Soon we all knew we had something to dread,

We had let bipartisan promises go right to our head.

They spoke barely a word, but went straight to their work,

Forcing us all into action, even the Chief Clerk.



No more talk of the budget that would hurt the middle class,

No more talk of a tax cut to give us some cash.

This brand new proposal, from just days ago

Gave rise to protests the cold weather couldn’t slow.



But where did this come from? Who sponsored this bill?

Where are our leaders to clean up this great spill?

Then off in Iowa our Governor did appear

Saying send me this bill, I’ll sign it right here!



But where did this come from, who sponsored this bill?

Who gets the credit for the unions it will kill?

Now the rules of our body say we can’t use our names.

Just like “No signs in the gallery” – it’s one of our games.



But how can we give credit where credit is due?

The best I can do is give you a clue.

WMC brought the bill, we know they’re the boss.

They cried, “On ALEC, on Walker, on Fitzgerald on --- he who must not be named!”



It started in the Senate with a hearing cut short,

Due to threats of danger or violence of some sort.

Once the gavel was banged, they were all through.

No one could talk, not even Cindy Loo Who.



Then it was straight to the floor – not a moment’s delay,

Where our Senators put in what they considered a long day.

They didn’t last long, not even past ten.

Our caucus has voted – we’re going longer than them.



On to the Assembly our hearing followed soon,

Where dozens of speakers filled up two whole rooms.

This time things went better, n’ere a one was thrown out.

(But we did have a few who decided to shout).



All kidding aside, we are actually quite grateful,

To have an exec, on that we’re so thankful.

To bring up amendments is something we do, 

But here on the floor, it’s something you eschew.



But party line votes left the amendments on the floor,

With all the work we put in, we had hoped for some more.

More cooperation, bipartisanship and common ground,

At the end of the day, I guess it couldn’t be found.



But back to the bill and the damage it will do.

I’ve heard from lots of people – I know you have too.

From small business owners, contractors and crews,

You call it workplace freedom, but they want freedom too.



If an employer wants a union, why should they be denied,

A label that says, “Made by a union with pride”?

Pitting one group against another is so very wrong

As Rodney King once said, “why can’t we all get along?”



Though the debate will continue, we know how it ends.

To the victor go the spoils is the message it sends.

But what about the rest of us, the beleaguered middle class?

If we ask for our fair share, you say kiss my ___



Ass-suming you’re serious about our taxpayers,

Then heed this advice from Uncle Steve the Soothsayer.

It’s not all that hard, it’s really not a riddle,

Just try to remember the folks in the middle.



Mr. Speaker, I say, we’ve heard it all before,

The middle class of Wisconsin can’t take it no more.

They’ve been working so hard to provide for their own,

But now it feels like we are trying to drive them from home.



So we sit in this chamber hour after hour

With all of our speeches getting no more than a glower.

We want to debate, we want to discuss,

We don’t want to stay up all night just making a fuss.



But the people back home keep writing us letters,

Asking us please, please make our state better.

They tell us their stories about their love of this state,

About conservation and education and other things great.



There are more important things that demand our attention,

And more without rhymes that I couldn’t even mention.

This bill is a distraction and a frustrating attempt,

To lure us away from a budget unkempt.



We should all be at home snuggled up in our beds, 

With thoughts of bipartisanship dancing in our heads.

But as it sits now, there’s no end in sight,

Unfortunately, Mr. Speaker, it’s going to be a long night.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taping an episode of @WisconsinEye Civil Dialogue with @SpeakerVos ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great times at the grand opening of the brand new Jefferson County Human Society today with Senator Nass and Mayor Opperman! If you or anyone you know is looking to adopt a pet please send them over! There are many lovable pets ready for a good home!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
@jimsteineke @TheOtherMandela not to mention our state's abysmal racial disparities in our criminal justice system.,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
" @TravelWI: From white cheddar to chocolate drizzle, where do you go to find the best popcorn in Wisconsin? #NationalPopcornDay ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pewaukee High School robotics team to give demo for Senate committee ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @JaxA0916: When a ""quick"" store run becomes potentially tragic, Samaritans can aide w/o fear @RepTodOhnstad @SJSU ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Wisconsin State Journal endorses George Ferriter in the 42nd Assembly race! ""We still prefer this fiscally conservative Democrat, with military and municipal experience, over the incumbent, Keith Ripp. Ferriter is sharp and to the point, with an engineer’s attention to detail and precision. He’ll advocate strongly for fixing roads, preserving rural schools and expanding access to high-speed internet. He’s more engaged and determined.""



",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @WSAW: Gold ball comes back to #StevensPoint! @SpashBasketball wins D1 #wiaawiboysbk title. Congratulations, guys! #WIAA100",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Go Point! ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What?



",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
A ground breaking proposal from President Obama!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote Tuesday! ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
@TheRevAl The FBI is investigating serious abuses at the Lincoln Hill youth correctional center in WI ,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
"@scotttrautsch @MollyBeck let your own 12 year old daughter change with boys then, mine will not, and I will continue to fight this.",,,,,,,,,,,,,,,,,,,1,,,,,,,,,
I read about this yesterday and somehow never saw it again. ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @HillaryforIA: Here we go again. #GOPDebate ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I went grocery shopping for the first time in a long time. Tried to use what I bought, but these things don't match.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @JaxAlemany: Here is Donald Trump's campaign manager in the Tucson crowd grabbing the collar of a protester. ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Black child development institute conversation!  Thank you Rep Hutton for caring enough to come, talk and listen!  Great job Wanda Montgomery.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Responsible elected officials thoroughly vet bills before they sign on. I support all efforts to stop the trafficking of fetal baby parts.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @jimsteineke: Prayers go out to the Kohler family after their loss. Terry had a tremendous impact on countless lives in WI ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The drive is on to improve @westalliswigov roadways

",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Today is Election Day! Have you voted yet? 



I voted FOR Justice Ann Walsh Bradley for Wisconsin Supreme Court and I voted NO to amend the Constitution. What number were you at the polls?",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Just as I'm sure many Wisconsin families are, I'm watching this issue as closely as possible and stand ready and willing to work with anyone and everyone on it.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
@DaneVarese thank you!!!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @JanesvilleNeil: Heat, smoke and 25,000 porkchops in full effect today at Rock Co. Pork Producers' annual Pork Festival in Janesville. h…",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy Bday @jtimberlake - positive your talents are one thing all WI politicians can agree on. Hope you're enjoying your day! #Wisconsin,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @repjocasta: Shout-out to the Assembly Dems on the Ed. Committee  for standing with the hundreds of people that showed up against AB469.…,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
On set now with @MikeGousha and @SenShilling for #UpFront on @WISN12News ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Check out our two page article in The Royal Purple!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"...expects to see more people turning to Medicaid...""It could really blow a hole through state budgets"" ",,,,,,,,,,,,,,1,,,,,,,,,,,,,,
ICYMI: Former Facebook workers routinely suppressed conservative news. #wipolitics #wiright ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Well, isn't that interesting?



",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Good work...I was one of first to jump on this in Milwaukee, as I sat on Governors Council on Workforce Investment at the time of plant shutdown.  I alerted the City of Milwaukee who moved fast to assist workers, using State and Federal funds provided to those who lose their jobs unexpectedly.  Other than Cargill, the Menomonee Valley is creating jobs and thriving as part of the 9th Assembly District.  Also, Amazon.com just moved into the LBWN area hiring new workers and S. 27th business district is growing and being remodeled as we speak!  More to come...stay tuned! ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @madisondotcom: The State Capitol's rotunda will be closed until Nov. 10 as repairs are made to the interi… ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox Cities Restaurant week starts Thursday featuring area’s best dishes  #foxcities ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
We cannot be this divisive when the safety of our greatest treasures are at stake -- our children #gunsafety,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Part of my week was spent at ""Cardinal Manufacturing"" a student run entity within Eleva-Strum School District! It... ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @joeminocqua: This helps to explain why Trump can lead in GOP primary polls yet is getting trounced by Hillary in November polls  ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
